path	bytes	subsystem	artifact_kind	responsibility	key_symbols_or_surface	expected_depth	actual_depth	status	inspector	evidence_refs	issue_ids	limitations_or_exclusion_reason
backend\booking-service\src\test\java\com\skbingegalaxy\booking\service\PricingServiceScopedProfileTest.java	7149	backend/booking-service	backend-test	backend regression evidence	PricingServiceScopedProfileTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\test\java\com\skbingegalaxy\booking\service\RefundCalculationServiceTest.java	5584	backend/booking-service	backend-test	backend regression evidence	RefundCalculationServiceTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\test\java\com\skbingegalaxy\booking\service\SagaOrchestratorTest.java	3388	backend/booking-service	backend-test	backend regression evidence	SagaOrchestratorTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\test\java\com\skbingegalaxy\booking\service\statemachine\BookingStateMachineTest.java	36087	backend/booking-service	backend-test	backend regression evidence	BookingStateMachineTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\test\java\com\skbingegalaxy\booking\service\SystemSettingsServiceTest.java	3204	backend/booking-service	backend-test	backend regression evidence	SystemSettingsServiceTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\test\java\com\skbingegalaxy\booking\service\WaitlistServicePromotionRaceTest.java	7837	backend/booking-service	backend-test	backend regression evidence	WaitlistServicePromotionRaceTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\test\java\com\skbingegalaxy\booking\util\GeoUtilsTest.java	5329	backend/booking-service	backend-test	backend regression evidence	GeoUtilsTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\test\resources\application.yml	735	backend/booking-service	configuration	build/runtime/deployment configuration	application	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\test_results.txt	127530	backend/booking-service	source-or-artifact	repository asset	test_results	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\pom.xml	4538	backend/common-lib	source-or-artifact	repository asset	pom	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\config\KafkaDlqErrorHandlerConfig.java	5120	backend/common-lib	backend-integration	external/event/configuration integration	KafkaDlqErrorHandlerConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\common-lib\src\main\java\com\skbingegalaxy\common\config\KafkaDlqProperties.java	1609	backend/common-lib	backend-integration	external/event/configuration integration	KafkaDlqProperties	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\common-lib\src\main\java\com\skbingegalaxy\common\constants\KafkaTopics.java	1792	backend/common-lib	source-or-artifact	repository asset	KafkaTopics	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\context\BingeContext.java	2386	backend/common-lib	source-or-artifact	repository asset	BingeContext	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\dto\ApiResponse.java	1125	backend/common-lib	backend-dto	request/response/event shape	ApiResponse	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\main\java\com\skbingegalaxy\common\dto\ErrorCodes.java	3559	backend/common-lib	backend-dto	request/response/event shape	ErrorCodes	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\main\java\com\skbingegalaxy\common\dto\PagedResponse.java	444	backend/common-lib	backend-dto	request/response/event shape	PagedResponse	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\main\java\com\skbingegalaxy\common\enums\AuthorityScope.java	1909	backend/common-lib	source-or-artifact	repository asset	AuthorityScope	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\enums\BookingStatus.java	167	backend/common-lib	source-or-artifact	repository asset	BookingStatus	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\enums\NotificationChannel.java	128	backend/common-lib	source-or-artifact	repository asset	NotificationChannel	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\enums\PaymentMethod.java	139	backend/common-lib	source-or-artifact	repository asset	PaymentMethod	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\enums\PaymentStatus.java	517	backend/common-lib	source-or-artifact	repository asset	PaymentStatus	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\enums\UserRole.java	114	backend/common-lib	source-or-artifact	repository asset	UserRole	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\event\AdminLifecycleEvent.java	1906	backend/common-lib	source-or-artifact	repository asset	AdminLifecycleEvent	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\event\BookingEvent.java	1775	backend/common-lib	source-or-artifact	repository asset	BookingEvent	C	A	complete	Codex + independent verifier	specialist-06/07/08/09; issue register	BOOK-004	Static deep trace; runtime limitations recorded in issue/evidence
backend\common-lib\src\main\java\com\skbingegalaxy\common\event\CashPaymentRequestedEvent.java	554	backend/common-lib	source-or-artifact	repository asset	CashPaymentRequestedEvent	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\event\EventEnvelope.java	4085	backend/common-lib	source-or-artifact	repository asset	EventEnvelope	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\event\NotificationEvent.java	981	backend/common-lib	source-or-artifact	repository asset	NotificationEvent	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\event\PaymentEvent.java	1053	backend/common-lib	source-or-artifact	repository asset	PaymentEvent	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\event\UserAnonymizedEvent.java	1291	backend/common-lib	source-or-artifact	repository asset	UserAnonymizedEvent	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\exception\BusinessException.java	487	backend/common-lib	source-or-artifact	repository asset	BusinessException	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\exception\CaptchaRequiredException.java	343	backend/common-lib	source-or-artifact	repository asset	CaptchaRequiredException	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\exception\DuplicateResourceException.java	368	backend/common-lib	source-or-artifact	repository asset	DuplicateResourceException	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\exception\GlobalExceptionHandler.java	7248	backend/common-lib	source-or-artifact	repository asset	GlobalExceptionHandler	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\exception\MissingBingeContextException.java	1029	backend/common-lib	source-or-artifact	repository asset	MissingBingeContextException	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\exception\ResourceNotFoundException.java	362	backend/common-lib	source-or-artifact	repository asset	ResourceNotFoundException	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\logging\CardNumberMaskingConverter.java	2428	backend/common-lib	source-or-artifact	repository asset	CardNumberMaskingConverter	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\logging\MaskingMessageJsonProvider.java	1026	backend/common-lib	source-or-artifact	repository asset	MaskingMessageJsonProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\money\MoneyUtil.java	6088	backend/common-lib	source-or-artifact	repository asset	MoneyUtil	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\main\java\com\skbingegalaxy\common\security\GatewayHeaderAuthFilter.java	2591	backend/common-lib	backend-integration	external/event/configuration integration	GatewayHeaderAuthFilter	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\common-lib\src\main\java\com\skbingegalaxy\common\security\InternalApiAuthFilter.java	2742	backend/common-lib	backend-integration	external/event/configuration integration	InternalApiAuthFilter	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\common-lib\src\main\java\com\skbingegalaxy\common\util\LogSanitizer.java	3116	backend/common-lib	source-or-artifact	repository asset	LogSanitizer	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\common-lib\src\test\java\com\skbingegalaxy\common\config\KafkaDlqErrorHandlerConfigTest.java	2874	backend/common-lib	backend-test	backend regression evidence	KafkaDlqErrorHandlerConfigTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\test\java\com\skbingegalaxy\common\context\BingeContextTest.java	2802	backend/common-lib	backend-test	backend regression evidence	BingeContextTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\test\java\com\skbingegalaxy\common\dto\ApiResponseTest.java	1503	backend/common-lib	backend-test	backend regression evidence	ApiResponseTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\test\java\com\skbingegalaxy\common\enums\CommonEnumsTest.java	2815	backend/common-lib	backend-test	backend regression evidence	CommonEnumsTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\test\java\com\skbingegalaxy\common\exception\GlobalExceptionHandlerTest.java	5860	backend/common-lib	backend-test	backend regression evidence	GlobalExceptionHandlerTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\test\java\com\skbingegalaxy\common\money\MoneyUtilTest.java	4715	backend/common-lib	backend-test	backend regression evidence	MoneyUtilTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\common-lib\src\test\java\com\skbingegalaxy\common\util\LogSanitizerTest.java	3242	backend/common-lib	backend-test	backend regression evidence	LogSanitizerTest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\config-server\.dockerignore	258	backend/config-server	source-or-artifact	repository asset		C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\config-server\Dockerfile	1073	backend/config-server	source-or-artifact	repository asset	Dockerfile	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\config-server\pom.xml	1752	backend/config-server	source-or-artifact	repository asset	pom	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\config-server\src\main\java\com\skbingegalaxy\config\ConfigServerApplication.java	439	backend/config-server	backend-integration	external/event/configuration integration	ConfigServerApplication	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\config-server\src\main\java\com\skbingegalaxy\config\SecurityConfig.java	860	backend/config-server	backend-integration	external/event/configuration integration	SecurityConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\config-server\src\main\resources\application.yml	590	backend/config-server	configuration	build/runtime/deployment configuration	application	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\config-server\src\main\resources\configurations\api-gateway.yml	6246	backend/config-server	configuration	build/runtime/deployment configuration	api-gateway	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\config-server\src\main\resources\configurations\auth-service.yml	7381	backend/config-server	configuration	build/runtime/deployment configuration	auth-service	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\config-server\src\main\resources\configurations\availability-service.yml	5190	backend/config-server	configuration	build/runtime/deployment configuration	availability-service	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\config-server\src\main\resources\configurations\booking-service.yml	8253	backend/config-server	configuration	build/runtime/deployment configuration	booking-service	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\config-server\src\main\resources\configurations\notification-service.yml	6331	backend/config-server	configuration	build/runtime/deployment configuration	notification-service	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\config-server\src\main\resources\configurations\payment-service.yml	6830	backend/config-server	configuration	build/runtime/deployment configuration	payment-service	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\config-server\src\main\resources\logback-spring.xml	2347	backend/config-server	source-or-artifact	repository asset	logback-spring	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\discovery-server\.dockerignore	258	backend/discovery-server	source-or-artifact	repository asset		C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\discovery-server\Dockerfile	1079	backend/discovery-server	source-or-artifact	repository asset	Dockerfile	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\discovery-server\hs_err_pid30468.log	47348	backend/discovery-server	source-or-artifact	repository asset	hs_err_pid30468	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\discovery-server\pom.xml	1581	backend/discovery-server	source-or-artifact	repository asset	pom	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\discovery-server\replay_pid30468.log	0	backend/discovery-server	source-or-artifact	repository asset	replay_pid30468	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\discovery-server\src\main\java\com\skbingegalaxy\discovery\config\SecurityConfig.java	868	backend/discovery-server	backend-integration	external/event/configuration integration	SecurityConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\discovery-server\src\main\java\com\skbingegalaxy\discovery\DiscoveryServerApplication.java	456	backend/discovery-server	source-or-artifact	repository asset	DiscoveryServerApplication	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\discovery-server\src\main\resources\application.yml	1462	backend/discovery-server	configuration	build/runtime/deployment configuration	application	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\discovery-server\src\main\resources\logback-spring.xml	2347	backend/discovery-server	source-or-artifact	repository asset	logback-spring	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\full_test_results.log	147986	backend/full_test_results.log	source-or-artifact	repository asset	full_test_results	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\hs_err_pid19208.log	18108	backend/hs_err_pid19208.log	source-or-artifact	repository asset	hs_err_pid19208	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\hs_err_pid20236.log	18185	backend/hs_err_pid20236.log	source-or-artifact	repository asset	hs_err_pid20236	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\hs_err_pid20472.log	18183	backend/hs_err_pid20472.log	source-or-artifact	repository asset	hs_err_pid20472	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\hs_err_pid20764.log	18203	backend/hs_err_pid20764.log	source-or-artifact	repository asset	hs_err_pid20764	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\hs_err_pid26748.log	60742	backend/hs_err_pid26748.log	source-or-artifact	repository asset	hs_err_pid26748	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\hs_err_pid29132.log	60065	backend/hs_err_pid29132.log	source-or-artifact	repository asset	hs_err_pid29132	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\hs_err_pid29932.log	50888	backend/hs_err_pid29932.log	source-or-artifact	repository asset	hs_err_pid29932	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\hs_err_pid5488.log	18107	backend/hs_err_pid5488.log	source-or-artifact	repository asset	hs_err_pid5488	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\mvn_output.txt	2500	backend/mvn_output.txt	source-or-artifact	repository asset	mvn_output	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\.dockerignore	258	backend/notification-service	source-or-artifact	repository asset		C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\Dockerfile	1088	backend/notification-service	source-or-artifact	repository asset	Dockerfile	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\mvn_test.log	141050	backend/notification-service	source-or-artifact	repository asset	mvn_test	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\pom.xml	4635	backend/notification-service	source-or-artifact	repository asset	pom	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\config\KafkaConfig.java	2704	backend/notification-service	backend-integration	external/event/configuration integration	KafkaConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\config\MongoConfig.java	252	backend/notification-service	backend-integration	external/event/configuration integration	MongoConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\config\MongoIndexBootstrap.java	5984	backend/notification-service	backend-integration	external/event/configuration integration	MongoIndexBootstrap	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\config\OpenApiConfig.java	471	backend/notification-service	backend-integration	external/event/configuration integration	OpenApiConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\config\ProviderConfig.java	3212	backend/notification-service	backend-integration	external/event/configuration integration	ProviderConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\config\SecurityConfig.java	2074	backend/notification-service	backend-integration	external/event/configuration integration	SecurityConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\config\ShedLockConfig.java	1019	backend/notification-service	backend-integration	external/event/configuration integration	ShedLockConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\config\WebPushConfig.java	2411	backend/notification-service	backend-integration	external/event/configuration integration	WebPushConfig	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\controller\DeliveryWebhookController.java	9520	backend/notification-service	backend-controller	HTTP contract and authorization entry point	DeliveryWebhookController	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\controller\NotificationController.java	3389	backend/notification-service	backend-controller	HTTP contract and authorization entry point	NotificationController	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\controller\NotificationPreferenceController.java	1324	backend/notification-service	backend-controller	HTTP contract and authorization entry point	NotificationPreferenceController	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\controller\PushSubscriptionController.java	3139	backend/notification-service	backend-controller	HTTP contract and authorization entry point	PushSubscriptionController	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\controller\TemplateController.java	2178	backend/notification-service	backend-controller	HTTP contract and authorization entry point	TemplateController	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\controller\WhatsAppTemplateController.java	3661	backend/notification-service	backend-controller	HTTP contract and authorization entry point	WhatsAppTemplateController	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\dto\DeliveryEventDto.java	587	backend/notification-service	backend-dto	request/response/event shape	DeliveryEventDto	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\dto\NotificationDto.java	1227	backend/notification-service	backend-dto	request/response/event shape	NotificationDto	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\dto\NotificationPreferenceDto.java	1103	backend/notification-service	backend-dto	request/response/event shape	NotificationPreferenceDto	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\dto\NotificationTemplateDto.java	369	backend/notification-service	backend-dto	request/response/event shape	NotificationTemplateDto	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\dto\PushSubscriptionRequest.java	645	backend/notification-service	backend-dto	request/response/event shape	PushSubscriptionRequest	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\health\KafkaHealthIndicator.java	2001	backend/notification-service	source-or-artifact	repository asset	KafkaHealthIndicator	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\listener\EventListener.java	30107	backend/notification-service	backend-integration	external/event/configuration integration	EventListener	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\listener\UserAnonymizedEventListener.java	2704	backend/notification-service	backend-integration	external/event/configuration integration	UserAnonymizedEventListener	B	B	partial	Codex/current catalog sweep	final-file-coverage census		Structural/contract inspection; not whole-file logic proof
backend\notification-service\src\main\java\com\skbingegalaxy\notification\model\BookingReminder.java	1687	backend/notification-service	source-or-artifact	repository asset	BookingReminder	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\model\DeliveryStatus.java	659	backend/notification-service	source-or-artifact	repository asset	DeliveryStatus	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\model\Notification.java	2609	backend/notification-service	source-or-artifact	repository asset	Notification	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\model\NotificationPreference.java	2248	backend/notification-service	source-or-artifact	repository asset	NotificationPreference	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\model\NotificationTemplate.java	1468	backend/notification-service	source-or-artifact	repository asset	NotificationTemplate	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\model\PushSubscription.java	1887	backend/notification-service	source-or-artifact	repository asset	PushSubscription	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\model\WhatsAppTemplate.java	1301	backend/notification-service	source-or-artifact	repository asset	WhatsAppTemplate	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\NotificationServiceApplication.java	701	backend/notification-service	backend-service	domain/application transaction logic	NotificationServiceApplication	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\FcmPushProvider.java	3385	backend/notification-service	source-or-artifact	repository asset	FcmPushProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\MockPushProvider.java	1013	backend/notification-service	source-or-artifact	repository asset	MockPushProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\MockSmsProvider.java	931	backend/notification-service	source-or-artifact	repository asset	MockSmsProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\MockWhatsAppProvider.java	960	backend/notification-service	source-or-artifact	repository asset	MockWhatsAppProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\PushProvider.java	1178	backend/notification-service	source-or-artifact	repository asset	PushProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\SmsProvider.java	389	backend/notification-service	source-or-artifact	repository asset	SmsProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\TwilioSmsProvider.java	1259	backend/notification-service	source-or-artifact	repository asset	TwilioSmsProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
backend\notification-service\src\main\java\com\skbingegalaxy\notification\provider\TwilioWhatsAppProvider.java	2556	backend/notification-service	source-or-artifact	repository asset	TwilioWhatsAppProvider	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
